group,Matriline,AnimalID.text,DOB,MaternalID.text,Birth.Season,ExitAge2,First_born,Died,MomAllLossType,High_temperature,High_temperatureLog,Rainfall,RainfallLog,Group_size,Group_sizeLog,Maternal_kin_count,Maternal_kin_countLog,Matriline_rank,CompetingSib,Maternal_loss,Hurricane,female,CumulIndex,Cumulative_early_life_adversity,censored,time,timeYr
L,'RB,'F30,29983,'278,1982,3677,N,0,1,-0.806312964,-0.801266818,-0.231726933,-0.146633614,-0.613523086,-0.317347065,2.677804368,1.886531608,H,N,Y,0None,F,2.888876686,-0.648255575,1,3678,10.07671233
L,'RB,'A91,29269,'283,1980,4404,N,0,1,0.275446157,0.283583873,-1.318371718,-1.474910312,-0.894950909,-0.693036318,-1.306590592,-2.031949388,H,N,Y,0None,F,3.645375057,0.258753973,1,4405,12.06849315
I,'091,'D51,29627,'317,1981,3277,N,0,1,-0.471371069,-0.462977702,0.976343239,1.01551495,-0.291891289,0.019649432,1.681705628,1.438343098,H,N,Y,0None,F,2.933562787,-0.59467883,1,3278,8.980821918
J,'031,'A15,28913,'320,1979,1769,N,1,0,-1.415682034,-1.422343421,2.877549997,2.439269486,-0.492911162,-0.181750589,1.681705628,1.438343098,H,Y,N,0None,F,1.363572394,-2.477030901,0,1770,4.849315068
I,'091,'526,26718,'3R,1973,7278,N,1,1,-0.173957681,-0.164399292,-0.308742109,-0.230354214,-1.377398605,-1.710519667,-0.808541222,-0.795806263,H,N,Y,0None,F,3.2199785,-0.251278506,0,7279,19.94246575
J,'031,'A07,28895,'416,1979,1865,N,0,0,-1.449926794,-1.457464008,3.396418666,2.768376218,-0.472809175,-0.160320746,0.685606888,0.838286063,H,N,N,0None,F,1.374090074,-2.464420647,1,1866,5.112328767
L,'RB,'846,28166,'431,1977,4328,N,1,0,-1.160957307,-1.161835015,-0.610338036,-0.57187621,-1.075868795,-0.997833917,-0.808541222,-0.795806263,H,Y,N,0None,F,2.120139541,-1.569938894,0,4329,11.86027397
L,'RB,'670,27449,'432,1975,3161,Y,1,0,-1.660555521,-1.673995236,0.041480188,0.139909027,-1.116072769,-1.07511061,0.187557518,0.440336861,H,N,N,0None,F,2.792379248,-0.763951921,0,3162,8.663013699
L,'RB,'A65,28901,'432,1979,4771,N,0,0,-1.49965205,-1.508502663,3.007407703,2.523615931,-1.055766807,-0.960669446,0.187557518,0.440336861,H,N,N,0None,F,1.347297416,-2.496543912,1,4772,13.0739726
L,'RB,'I05,30729,'432,1984,2931,N,0,0,-0.870580514,-0.866425348,-0.450123984,-0.387655712,-0.311993276,0.00070829,0.685606888,0.838286063,H,N,N,0None,F,2.178653845,-1.499782719,1,2932,8.032876712
L,'RB,'J20,31095,'432,1985,2570,N,0,0,-0.879962654,-0.875944292,-0.036097143,0.060142183,-0.372299238,-0.057627261,0.187557518,0.440336861,H,N,N,0None,F,2.144101073,-1.541210031,1,2571,7.043835616
I,'091,'952,28538,'498,1978,4395,N,0,0,-1.123428817,-1.123562888,0.923219632,0.969530101,-0.834644947,-0.604044333,-0.310491852,-0.07270889,H,Y,N,0None,F,1.877002577,-1.86144983,1,4396,12.04383562
F,'065,'B75,29260,'510,1980,7921,N,1,1,0.281544533,0.289636891,-1.330176964,-1.491383851,-0.492911162,-0.181750589,-0.808541222,-0.795806263,H,Y,Y,0None,F,3.688776496,0.310790461,0,7922,21.70410959
I,'091,'970,28529,'526,1978,5838,N,0,0,-1.138909315,-1.139346773,0.37568108,0.470166352,-0.854746934,-0.63311297,-1.306590592,-2.031949388,H,N,N,0None,F,2.060295712,-1.641689114,1,5839,15.99726027
I,'091,'D59,29624,'526,1981,4735,N,0,0,-0.445101109,-0.436536709,0.924906096,0.970996224,-0.311993276,0.00070829,-0.310491852,-0.07270889,H,N,N,0None,F,2.143419807,-1.54202684,1,4736,12.97534247
I,'091,'A28,28889,'528,1979,1533,N,1,0,-1.436791805,-1.443990322,3.192356557,2.641425077,-0.774338985,-0.520140458,-0.310491852,-0.07270889,H,N,N,0None,F,1.4434125,-2.381305992,0,1534,4.202739726
I,'091,'H61,30734,'528,1984,2182,N,0,0,-0.878555331,-0.874516339,-0.380697894,-0.309815753,0.813718014,0.802989733,1.183656258,1.163434235,H,N,N,0None,F,2.36758224,-1.273265565,1,2183,5.980821918
I,'091,'B85,29268,'530,1980,3648,N,0,0,0.285766483,0.293827033,-1.320620336,-1.478044096,-0.533115137,-0.225572296,0.187557518,0.440336861,H,N,N,0None,F,2.579106504,-1.01965692,1,3649,9.997260274
I,'091,'D79,30003,'530,1982,2915,N,0,0,-0.667926604,-0.661234487,-0.513085296,-0.459272391,0.130250445,0.369617308,0.685606888,0.838286063,H,N,N,0None,F,2.332929421,-1.314812829,1,2916,7.989041096
I,'091,'G73,30368,'530,1983,2541,N,0,0,-0.236817926,-0.22736512,0.004940141,0.102490535,0.612698141,0.688250242,0.685606888,0.838286063,H,N,N,0None,F,2.449808324,-1.174679968,1,2542,6.964383562
J,'031,'C01,29257,'553,1980,1503,N,0,0,0.268878663,0.27706445,-1.19807064,-1.309955781,-0.392401226,-0.077599245,1.183656258,1.163434235,H,N,N,0None,F,2.486499175,-1.13068919,1,1504,4.120547945
J,'031,'883,28535,'565,1978,2218,N,0,0,-1.123428817,-1.123562888,0.371464921,0.466128301,-0.834644947,-0.604044333,-0.310491852,-0.07270889,H,N,N,0None,F,1.968916235,-1.751249241,1,2219,6.079452055
J,'031,'B25,29256,'565,1980,1479,N,0,0,0.245423349,0.253774238,-1.146633497,-1.240997029,-0.392401226,-0.077599245,-0.310491852,-0.07270889,H,N,N,0None,F,2.62275832,-0.967320239,1,1480,4.054794521
F,'065,'J97,31463,'577,1986,3310,N,1,0,-0.049644513,-0.040098108,-0.04565377,0.050230382,-0.271789302,0.03834928,-0.310491852,-0.07270889,H,N,N,0None,F,2.401312715,-1.232824152,0,3311,9.071232877
F,'065,'79C,34376,'577,1994,6440,N,1,0,0.956588476,0.955403903,-1.891207226,-2.341564093,1.336369684,1.065093972,1.183656258,1.163434235,H,N,N,0None,F,3.141002159,-0.345967798,0,6441,17.64657534
I,'091,'H88,30715,'584,1984,2204,N,0,0,-0.896381372,-0.89260655,-0.099620609,-0.006100605,0.673004102,0.723623476,1.183656258,1.163434235,H,N,N,0None,F,2.285296754,-1.371922383,1,2205,6.04109589
I,'091,'D80,29985,'587,1982,3645,N,0,0,-0.795992621,-0.790810891,-0.32729321,-0.250724161,-0.010463467,0.261972999,-0.808541222,-0.795806263,H,N,N,0None,F,2.392207444,-1.243740987,1,3646,9.989041096
I,'091,'H48,30716,'587,1984,2921,N,0,0,-0.904356172,-0.900701539,-0.099620609,-0.006100605,0.69310609,0.735227633,-0.808541222,-0.795806263,H,N,N,0None,F,2.4880427,-1.128838569,1,2922,8.005479452
I,'091,'I81,31090,'587,1985,2540,N,0,0,-0.91186187,-0.908321491,-0.040875456,0.055188651,1.497185583,1.137153504,-0.310491852,-0.07270889,H,N,N,0None,F,2.606781746,-0.986475475,1,2541,6.961643836
J,'031,'B37,29268,'601,1980,1471,N,0,0,0.285766483,0.293827033,-1.320620336,-1.478044096,-0.392401226,-0.077599245,-0.808541222,-0.795806263,H,N,N,0None,F,2.710638035,-0.861956178,1,1472,4.032876712
L,'RB,'G38,30357,'606,1983,3301,N,0,1,-0.116257607,-0.106668366,-0.211489369,-0.124856518,-0.392401226,-0.077599245,0.187557518,0.440336861,H,N,Y,0None,F,3.337222142,-0.110708337,1,3302,9.046575342
J,'031,'918,28543,'615,1978,2217,Y,0,0,-1.168463022,-1.169492791,1.023283146,1.055810396,-0.81454296,-0.575540172,-0.310491852,-0.07270889,H,N,N,0None,F,2.854907382,-0.688983334,1,2218,6.076712329
J,'031,'A00,28904,'615,1979,1837,N,0,0,-1.455556067,-1.46323949,2.927581754,2.471929302,-0.492911162,-0.181750589,-0.310491852,-0.07270889,H,N,N,0None,F,1.546445091,-2.257774273,1,1838,5.035616438
L,'RB,'G40,30348,'670,1983,3312,N,0,1,-0.088111223,-0.078529835,-0.308461032,-0.230046193,-0.4326052,-0.118377373,-0.808541222,-0.795806263,H,N,Y,0None,F,3.450573772,0.025195471,1,3313,9.076712329
I,'091,'I93,31082,'673,1985,1830,N,0,0,-0.906232596,-0.902606424,-0.060269789,0.035034408,1.316267697,1.055832628,-0.310491852,-0.07270889,H,N,N,0None,F,2.570713333,-1.029719977,1,1831,5.016438356
I,'091,'D90,29997,'676,1982,2934,N,0,0,-0.738761649,-0.732865619,-0.500717895,-0.445126533,0.09004647,0.339658754,0.187557518,0.440336861,H,Y,N,0None,F,2.356240048,-1.286864374,1,2935,8.04109589
L,'RB,'I82,31088,'710,1985,2578,N,0,0,-0.932502556,-0.929282053,-0.042280843,0.053730829,-0.412503213,-0.097846714,-0.808541222,-0.795806263,H,N,N,0None,F,2.224536365,-1.444771519,1,2579,7.065753425
L,'RB,'G39,30357,'713,1983,3301,N,0,0,-0.116257607,-0.106668366,-0.211489369,-0.124856518,-0.392401226,-0.077599245,-1.306590592,-2.031949388,H,N,N,0None,F,2.487222142,-1.129822383,1,3302,9.046575342
L,'RB,'K43,31452,'713,1986,2220,N,0,0,-0.067939656,-0.058373122,-0.153587448,-0.063050379,-0.151177378,0.145805887,-0.808541222,-0.795806263,H,N,N,0None,F,2.492285453,-1.123751688,1,2221,6.084931507
I,'091,'C10,29256,'738,1980,3656,Y,0,1,0.245423349,0.253774238,-1.146633497,-1.240997029,-0.533115137,-0.225572296,0.187557518,0.440336861,H,N,Y,0None,F,4.541226789,1.332842305,1,3657,10.01917808
I,'091,'H54,30721,'745,1984,3644,N,0,0,-0.899196,-0.895463456,-0.109739391,-0.016731145,0.753412052,0.769499653,-0.310491852,-0.07270889,H,N,N,0None,F,2.454379735,-1.169199039,1,3645,9.98630137
J,'031,'C03,29265,'757,1980,1469,Y,0,0,0.296555928,0.304533679,-1.374025021,-1.553033693,-0.392401226,-0.077599245,-0.808541222,-0.795806263,H,N,N,0None,F,3.721913644,0.350520501,1,1470,4.02739726
I,'091,'D09,29631,'808,1981,3273,Y,0,0,-0.452606807,-0.444089921,0.964256916,1.005088573,-0.271789302,0.03834928,0.187557518,0.440336861,H,N,N,0None,F,3.094218474,-0.402059457,1,3274,8.969863014
I,'091,'H41,30725,'808,1984,2180,N,0,0,-0.875740686,-0.87166055,-0.300028713,-0.220814066,0.773514039,0.780748123,1.183656258,1.163434235,H,N,N,0None,F,2.345755684,-1.299434682,1,2181,5.975342466
F,'065,'6C0,38774,'82A,2006,4310,N,0,0,1.201931082,1.19530857,0.365281221,0.460200131,0.934329938,0.867761336,-0.310491852,-0.07270889,H,N,N,0None,F,2.879118164,-0.65995563,1,4311,11.8109589
L,'RB,'D16,29618,'842,1981,4054,Y,0,0,-0.401474228,-0.392655041,0.724779069,0.794055598,-0.633625074,-0.341216179,-1.306590592,-2.031949388,H,N,N,0None,F,3.214306108,-0.258079464,1,4055,11.10958904
L,'RB,'E95,29988,'842,1982,3685,N,0,0,-0.780981225,-0.775605981,-0.423702719,-0.357894492,-0.613523086,-0.317347065,-0.808541222,-0.795806263,H,Y,N,0None,F,2.276442847,-1.382537842,1,3686,10.09863014
L,'RB,'I77,31088,'842,1985,2578,N,0,0,-0.932502556,-0.929282053,-0.042280843,0.053730829,-0.412503213,-0.097846714,-0.808541222,-0.795806263,H,N,N,0None,F,2.224536365,-1.444771519,1,2579,7.065753425
L,'RB,'E98,29997,'846,1982,3676,N,0,0,-0.738761649,-0.732865619,-0.500717895,-0.445126533,-0.593421099,-0.293859873,-0.310491852,-0.07270889,H,Y,N,0None,F,2.253086894,-1.410540641,1,3677,10.0739726
F,'065,'I68,31095,'874,1985,5115,N,1,0,-0.879962654,-0.875944292,-0.036097143,0.060142183,-0.311993276,0.00070829,-0.808541222,-0.795806263,H,Y,N,0None,F,2.257614587,-1.40511213,0,5116,14.01643836
I,'091,'G01,30355,'909,1983,2548,N,0,0,-0.092802293,-0.083218554,-0.319985201,-0.24269008,0.632800128,0.700136284,1.183656258,1.163434235,H,Y,N,0None,F,2.490197807,-1.126254687,1,2549,6.983561644
I,'091,'J70,31450,'909,1986,1483,N,0,0,-0.088580325,-0.078998683,-0.153587448,-0.063050379,0.009638521,0.277842539,1.183656258,1.163434235,H,N,N,0None,F,2.323769923,-1.32579468,1,1484,4.065753425
I,'091,'D77,30004,'913,1982,2899,Y,0,0,-0.678246947,-0.671664767,-0.513085296,-0.459272391,0.150352432,0.384370379,-1.306590592,-2.031949388,H,N,N,0None,F,3.535158141,0.126608552,1,2900,7.945205479
F,'065,'K00,31460,'930,1986,10495,N,1,1,-0.067939656,-0.058373122,-0.047059157,0.048771165,-0.271789302,0.03834928,-0.310491852,-0.07270889,H,N,Y,0None,F,3.397512488,-0.038422764,0,10496,28.75616438
I,'091,'I90,31102,'952,1985,1802,N,0,0,-0.841026825,-0.836451945,-0.170452085,-0.080976243,1.51728757,1.14591722,0.685606888,0.838286063,H,N,N,0None,F,2.548491829,-1.05636262,1,1803,4.939726027
L,'RB,'F09,29991,'955,1982,3675,Y,0,1,-0.752365739,-0.746633738,-0.488631572,-0.431339364,-0.613523086,-0.317347065,-0.310491852,-0.07270889,H,N,Y,0None,F,4.2435691,0.975963327,1,3676,10.07123288
Q,'091,'J13,31090,'970,1985,3310,N,0,0,-0.91186187,-0.908321491,-0.040875456,0.055188651,-1.819642326,-5.358159317,0.685606888,0.838286063,H,N,N,0None,F,1.763538503,-1.997488455,1,3311,9.071232877
Q,'091,'T08,32540,'970,1989,1854,N,0,0,-0.905763494,-0.902130201,0.171900049,0.271304254,-0.653727061,-0.365479842,1.681705628,1.438343098,H,N,N,Hugo,F,2.890699491,-0.646070109,1,1855,5.082191781
F,'065,'H71,30724,'985,1984,7253,N,1,0,-0.878555331,-0.874516339,-0.285131617,-0.204544044,-0.593421099,-0.293859873,-0.808541222,-0.795806263,H,N,N,0None,F,2.236347086,-1.430610964,0,7254,19.8739726
F,'065,'I66,31106,'985,1985,1471,N,1,0,-0.783795853,-0.778456559,-0.371141267,-0.299191869,-0.291891289,0.019649432,-0.310491852,-0.07270889,H,N,N,0None,F,2.289138341,-1.367316481,0,1472,4.032876712
F,'065,'K04,31464,'985,1986,8200,N,1,0,-0.052459141,-0.042909227,-0.044248384,0.051689189,-0.251687314,0.056813903,-0.310491852,-0.07270889,H,N,N,0None,F,2.404962438,-1.228448288,0,8201,22.46849315
J,'031,'555,26717,'9H,1973,4036,N,0,0,-0.181463379,-0.171913648,-0.314363655,-0.236518478,-1.357296617,-1.650596319,-0.808541222,-0.795806263,H,N,N,0None,F,2.223764351,-1.445697131,1,4037,11.06027397
I,'091,'I96,31097,'A25,1985,1815,N,0,0,-0.88230818,-0.878324287,-0.075447963,0.019206688,1.51728757,1.14591722,-0.808541222,-0.795806263,H,N,N,0None,F,2.673562502,-0.906408174,1,1816,4.975342466
I,'091,'J58,31456,'A25,1986,1468,N,0,0,-0.062779484,-0.053217987,-0.050713161,0.044975276,0.009638521,0.277842539,-0.808541222,-0.795806263,H,N,N,0None,F,2.512322143,-1.099728544,1,1469,4.024657534
I,'091,'I73,31082,'A43,1985,1862,N,0,0,-0.906232596,-0.902606424,-0.060269789,0.035034408,1.316267697,1.055832628,1.183656258,1.163434235,H,N,N,0None,F,2.420713333,-1.209563632,1,1863,5.104109589
I,'091,'J51,31447,'A43,1986,1462,N,0,0,-0.112504758,-0.102915697,-0.149090211,-0.058280598,0.009638521,0.277842539,1.681705628,1.438343098,H,Y,N,0None,F,2.267745071,-1.392966107,1,1463,4.008219178
I,'091,'G10,30364,'A47,1983,2546,Y,0,0,-0.202573167,-0.193053526,0.026302015,0.124398739,0.612698141,0.688250242,0.685606888,0.838286063,H,Y,N,0None,F,3.453801236,0.029065064,1,2547,6.978082192
J,'031,'885,28536,'A6,1978,2224,N,0,0,-1.107948303,-1.107783705,0.843393683,0.899655049,-0.834644947,-0.604044333,1.183656258,1.163434235,H,N,N,0None,F,1.743714002,-2.021257193,1,2225,6.095890411
I,'091,'H76,30732,'B63,1984,2173,Y,0,0,-0.871049633,-0.866901267,-0.409367777,-0.341818655,0.813718014,0.802989733,0.187557518,0.440336861,H,N,N,0None,F,3.474013307,0.053298482,1,2174,5.956164384
F,'065,'I70,31100,'B72,1985,6230,N,0,1,-0.858852866,-0.854529109,-0.109739391,-0.016731145,-0.291891289,0.019649432,-0.808541222,-0.795806263,H,N,Y,0None,F,3.279041745,-0.180464173,1,6231,17.07123288
F,'065,'K07,31463,'B72,1986,5816,N,0,1,-0.049644513,-0.040098108,-0.04565377,0.050230382,-0.271789302,0.03834928,-0.808541222,-0.795806263,H,Y,Y,0None,F,3.451312715,0.026081434,1,5817,15.9369863
F,'065,'O70,32180,'B72,1988,5093,N,0,1,-0.176303207,-0.166747409,-0.111425855,-0.018505023,0.069944483,0.324447031,-0.310491852,-0.07270889,H,N,Y,0None,F,3.460915817,0.037595146,1,5094,13.95616438
F,'065,'H74,30739,'B75,1984,8003,Y,1,0,-0.935786303,-0.932617457,-0.255056348,-0.171851798,-0.593421099,-0.293859873,-0.310491852,-0.07270889,H,N,N,0None,F,3.168716763,-0.312739159,0,8004,21.92876712
Q,'091,'I89,31079,'C13,1985,3321,Y,0,0,-0.914207413,-0.910702965,-0.077415504,0.017151404,-1.819642326,-5.358159317,0.187557518,0.440336861,H,N,N,0None,F,2.819108274,-0.731904949,1,3322,9.101369863
I,'091,'H35,30715,'C19,1984,2188,Y,0,0,-0.896381372,-0.89260655,-0.099620609,-0.006100605,0.673004102,0.723623476,-0.808541222,-0.795806263,H,N,N,0None,F,3.485296754,0.066826858,1,2189,5.997260274
I,'091,'J06,31097,'C19,1985,1813,N,0,0,-0.88230818,-0.878324287,-0.075447963,0.019206688,1.51728757,1.14591722,-0.310491852,-0.07270889,H,N,N,0None,F,2.623562502,-0.966356059,1,1814,4.969863014
F,'065,'56E,35099,'C26,1996,7525,N,1,1,-0.647285918,-0.64038011,-0.20305705,-0.115809656,1.336369684,1.065093972,0.187557518,0.440336861,H,N,Y,0None,F,3.60610543,0.211671351,0,7526,20.61917808
L,'RB,'L73,31823,'C75,1987,1835,N,0,0,0.252459945,0.260762382,1.501395608,1.449333698,0.331270318,0.510872186,-0.310491852,-0.07270889,H,N,N,0None,F,2.345352146,-1.299918507,1,1836,5.030136986
L,'RB,'O06,32194,'C75,1988,1494,N,0,0,-0.279975706,-0.270638932,0.134235692,0.233698981,0.793616026,0.791911053,-0.310491852,-0.07270889,H,N,N,0None,F,2.559293346,-1.043412059,1,1495,4.095890411
F,'065,'J29,31083,'C87,1985,6785,Y,0,0,-0.909047242,-0.905463889,-0.042280843,0.053730829,-0.372299238,-0.057627261,-0.310491852,-0.07270889,H,N,N,0None,F,3.188717609,-0.288758991,1,6786,18.59178082
F,'065,'K09,31446,'C87,1986,1788,N,1,0,-0.123294203,-0.113705344,-0.131101265,-0.039245235,-0.372299238,-0.057627261,-0.310491852,-0.07270889,H,Y,N,0None,F,2.376783582,-1.262233545,0,1789,4.901369863
F,'065,'56A,34010,'C87,1993,7156,N,1,0,0.626337651,0.630741032,-1.046288906,-1.109054924,0.833820001,0.813985426,0.685606888,0.838286063,H,N,N,0None,F,2.864814367,-0.677105278,0,7157,19.60821918
R,'091,'74H,35484,'D07,1997,2865,N,1,0,1.320614959,1.310971584,-1.424056777,-1.624285026,0.170454419,0.39897665,0.187557518,0.440336861,H,N,N,0None,F,2.982194073,-0.536371975,0,2866,7.852054795
L,'RB,'K30,31451,'E95,1986,2215,N,0,0,-0.081074627,-0.071497546,-0.153587448,-0.063050379,-0.171279365,0.128433872,-0.310491852,-0.07270889,H,Y,N,0None,F,2.434884497,-1.192573005,1,2216,6.071232877
L,'RB,'K37,31455,'E98,1986,2203,Y,0,0,-0.065125011,-0.055561161,-0.051556393,0.044098907,-0.151177378,0.145805887,-1.306590592,-2.031949388,H,N,N,0None,F,3.525909353,0.115519647,1,2204,6.038356164
L,'RB,'L52,31816,'E98,1987,1842,N,0,0,0.25855832,0.266818018,1.589372798,1.518600931,0.311168331,0.49734289,-0.808541222,-0.795806263,H,Y,N,0None,F,2.377536805,-1.261330463,1,1843,5.049315068
L,'RB,'O09,32183,'F30,1988,1477,N,0,0,-0.189438178,-0.17989882,-0.07572904,0.018913126,0.733310064,0.758164321,-1.306590592,-2.031949388,H,N,N,0None,F,2.700721486,-0.8738457,1,1478,4.049315068
F,'065,'397,25254,'FB,1969,2218,N,1,0,-0.618670449,-0.611482016,0.393388949,0.487091905,-1.176378731,-1.199233937,-0.808541222,-0.795806263,H,N,N,0None,F,2.049993967,-1.654040471,0,2219,6.079452055
F,'065,'985,28895,'FB,1979,8806,N,1,0,-1.449926794,-1.457464008,3.396418666,2.768376218,-0.834644947,-0.604044333,-0.310491852,-0.07270889,H,N,N,0None,F,1.393008993,-2.441737664,0,8807,24.12876712
L,'RB,'L71,31819,'G39,1987,1839,Y,0,0,0.244954247,0.253308333,1.565762306,1.500102309,0.371474293,0.537562343,-0.808541222,-0.795806263,H,N,N,0None,F,3.391983561,-0.045051713,1,1840,5.04109589
L,'RB,'431,25977,'G4,1971,4590,N,1,0,-0.719059184,-0.712931962,-0.99513284,-1.043060849,-1.477908541,-2.053447154,-0.310491852,-0.07270889,H,N,N,0None,F,2.141595129,-1.544214552,0,4591,12.57808219
L,'RB,'N79,32177,'H80,1988,1496,Y,0,0,-0.173488579,-0.163929685,-0.114798782,-0.022054601,0.713208077,0.746740775,-0.808541222,-0.795806263,H,N,N,0None,F,3.656242504,0.271783581,1,1497,4.101369863
L,'RB,'O62,32184,'I05,1988,1476,Y,0,0,-0.199758521,-0.190234379,-0.069264262,0.025660852,0.733310064,0.758164321,-0.808541222,-0.795806263,H,N,N,0None,F,3.647368772,0.261144352,1,1477,4.046575342
I,'091,'3R,24513,'IW,1967,3588,N,1,1,-2.013792558,-2.03913767,-1.988459966,-2.504238023,-1.578418478,-2.50172243,-0.310491852,-0.07270889,H,N,Y,0None,F,2.999037887,-0.516176955,0,3589,9.832876712
F,'065,'39B,34025,'K00,1993,6196,N,0,0,0.671371856,0.675131043,-1.099974667,-1.179227886,0.874023976,0.83573276,-0.808541222,-0.795806263,H,N,N,0None,F,3.042697271,-0.4638312,1,6197,16.97808219
F,'065,'67G,35462,'K04,1997,4815,N,1,0,1.094505734,1.090398479,-1.422089236,-1.621464432,2.060041228,1.364689257,1.183656258,1.163434235,H,Y,N,0None,F,3.255429387,-0.208774391,0,4816,13.19452055
F,'065,'576,27085,'OS,1974,3351,N,1,1,-1.152044303,-1.152742884,0.665190684,0.74018274,-0.995460845,-0.854508632,-0.808541222,-0.795806263,H,N,Y,0None,F,2.927639978,-0.601780027,0,3352,9.183561644
M,'073,'899,28528,'OT,1978,2164,N,0,0,-1.14172396,-1.142217087,0.37568108,0.470166352,-1.296990655,-1.484239081,-0.808541222,-0.795806263,H,Y,N,0None,F,1.910575943,-1.821196784,1,2165,5.931506849
A,'081,'U3,24161,'R010,1966,2081,N,0,1,-2.039124297,-2.065420536,0.148008479,0.247481818,-0.51301315,-0.203497922,-0.808541222,-0.795806263,H,N,Y,0None,F,2.926288565,-0.603400314,1,2082,5.704109589
F,'065,'17C,34370,'R65,1994,7234,N,1,0,0.903579473,0.903426225,-1.925498654,-2.398342339,1.276063722,1.037132781,-0.310491852,-0.07270889,H,N,N,0None,F,3.271511807,-0.18949225,0,7235,19.82191781
L,'RB,'432,25987,'TV,1971,7671,N,0,0,-0.709207959,-0.702967965,-1.114590686,-1.198498214,-1.477908541,-2.053447154,0.187557518,0.440336861,H,N,N,0None,F,2.113667265,-1.57769888,1,7672,21.01917808
L,'RB,'480,26348,'TV,1972,6387,N,1,0,-0.344712375,-0.335616263,-0.817491996,-0.820206096,-1.276888668,-1.432727895,0.187557518,0.440336861,H,N,N,0None,F,2.189596878,-1.486662485,0,6388,17.50136986
A,'081,'L5,24163,'UH,1966,2070,Y,1,0,-2.033964125,-2.060065554,0.155035411,0.254499787,-0.51301315,-0.203497922,-0.808541222,-0.795806263,H,N,N,0None,F,2.926255881,-0.603439501,0,2071,5.673972603
L,'RB,'280,25616,'V7,1970,4027,Y,1,0,-2.10479917,-2.133622325,2.399156457,2.116132996,-1.477908541,-2.053447154,-0.310491852,-0.07270889,H,N,N,0None,F,2.270584238,-1.389562066,0,4028,11.03561644
J,'031,'A16,28898,'WF,1979,1862,N,0,0,-1.483702451,-1.492126407,3.472028455,2.814636348,-0.472809175,-0.160320746,2.179754998,1.676479986,H,Y,N,0None,F,1.204046652,-2.668295518,1,1863,5.104109589
R,'091,'59F,35110,'X91,1996,5153,N,1,0,-0.686221747,-0.67972593,-0.164549462,-0.074695138,0.009638521,0.277842539,-0.310491852,-0.07270889,H,Y,N,0None,F,2.343807462,-1.301770518,0,5154,14.12054795
J,'031,'Z1,24528,'XJ,1967,6232,Y,0,0,-1.921847725,-1.943850437,-1.986492425,-2.500895833,-1.598520465,-2.610506869,-0.310491852,-0.07270889,H,N,N,0None,F,3.014480784,-0.497661575,1,6233,17.07671233
J,'031,'417,25991,'XJ,1971,4743,N,0,0,-0.740168972,-0.734289744,-1.046851061,-1.109784821,-1.477908541,-2.053447154,0.685606888,0.838286063,H,N,N,0None,F,2.045555558,-1.659361935,1,4744,12.99726027
J,'031,'C00,29257,'XJ,1980,1503,N,0,1,0.268878663,0.27706445,-1.19807064,-1.309955781,-0.392401226,-0.077599245,6.662199328,3.020739701,H,N,Y,0None,F,2.936499175,-0.591158225,1,1504,4.120547945
J,'031,'416,25983,'Z1,1971,4751,Y,0,0,-0.701233143,-0.694903233,-1.081704644,-1.155240266,-1.518112516,-2.216717286,-0.808541222,-0.795806263,H,N,N,0None,F,3.200938521,-0.274106635,1,4752,13.01917808
J,'031,'A6,23802,'031,1965,6196,N,1,0,-1.938735545,-1.961339273,-0.270234521,-0.188324921,-1.658826427,-2.995636143,-0.808541222,-0.795806263,H,N,N,0None,F,1.761341684,-2.000122348,0,6197,16.97808219
J,'031,'7H,24900,'031,1968,5846,N,0,0,-2.02223646,-2.047897159,1.252080056,1.247857889,-1.578418478,-2.50172243,0.187557518,0.440336861,H,N,N,0None,F,1.407352876,-2.424539956,1,5847,16.01917808
J,'031,'240,25267,'031,1969,1853,N,1,0,-0.626645249,-0.61953399,0.089825481,0.189005139,-1.578418478,-2.50172243,1.183656258,1.163434235,H,N,N,0None,F,1.808714218,-1.943324683,0,1854,5.079452055
J,'031,'320,25635,'031,1970,5118,N,0,1,-2.039593399,-2.065907375,2.606310417,2.258536428,-1.538214503,-2.305709271,0.685606888,0.838286063,H,Y,Y,0None,F,2.136940947,-1.54979472,1,5119,14.02465753
F,'065,'FB,23447,'065,1964,11477,N,1,0,-1.825211823,-1.843886721,-0.877923612,-0.894948901,-1.558316491,-2.400446539,-1.306590592,-2.031949388,H,N,N,0None,F,1.960129273,-1.761784438,0,11478,31.44657534
